,year,month,temperature trend (C)
931,1960,8,22.541981243565473
932,1960,9,22.542834979186914
933,1960,10,22.54368871480835
934,1960,11,22.544542450429788
935,1960,12,22.545396186051228
936,1961,1,22.546249921672665
937,1961,2,22.5471036572941
938,1961,3,22.547957392915542
939,1961,4,22.54881112853698
940,1961,5,22.549664864158416
941,1961,6,22.550518599779856
942,1961,7,22.551372335401293
943,1961,8,22.55222607102273
944,1961,9,22.55307980664417
945,1961,10,22.553933542265607
946,1961,11,22.554787277887044
947,1961,12,22.555641013508485
948,1962,1,22.55649474912992
949,1962,2,22.55734848475136
950,1962,3,22.5582022203728
951,1962,4,22.559055955994236
952,1962,5,22.559909691615673
953,1962,6,22.560763427237113
954,1962,7,22.56161716285855
955,1962,8,22.562470898479987
956,1962,9,22.563324634101427
957,1962,10,22.564178369722864
958,1962,11,22.5650321053443
959,1962,12,22.56588584096574
960,1963,1,22.566739576587178
961,1963,2,22.567593312208615
962,1963,3,22.568447047830055
963,1963,4,22.569300783451492
964,1963,5,22.57015451907293
965,1963,6,22.57100825469437
966,1963,7,22.571861990315806
967,1963,8,22.572715725937243
968,1963,9,22.573569461558684
969,1963,10,22.57442319718012
970,1963,11,22.575276932801557
971,1963,12,22.576130668422998
972,1964,1,22.576984404044435
973,1964,2,22.57783813966587
974,1964,3,22.57869187528731
975,1964,4,22.57954561090875
976,1964,5,22.580399346530186
977,1964,6,22.581253082151623
978,1964,7,22.582106817773063
979,1964,8,22.5829605533945
980,1964,9,22.583814289015937
981,1964,10,22.584668024637374
982,1964,11,22.585521760258814
983,1964,12,22.58637549588025
984,1965,1,22.587229231501688
985,1965,2,22.58808296712313
986,1965,3,22.588936702744565
987,1965,4,22.589790438366002
988,1965,5,22.59064417398744
989,1965,6,22.59149790960888
990,1965,7,22.592351645230316
991,1965,8,22.593205380851753
992,1965,9,22.594059116473193
993,1965,10,22.59491285209463
994,1965,11,22.595766587716067
995,1965,12,22.596620323337508
996,1966,1,22.597474058958944
997,1966,2,22.59832779458038
998,1966,3,22.59918153020182
999,1966,4,22.60003526582326
1000,1966,5,22.600889001444695
1001,1966,6,22.601742737066136
1002,1966,7,22.602596472687573
1003,1966,8,22.60345020830901
1004,1966,9,22.60430394393045
1005,1966,10,22.605157679551887
1006,1966,11,22.606011415173324
1007,1966,12,22.606865150794764
1008,1967,1,22.6077188864162
1009,1967,2,22.608572622037638
1010,1967,3,22.60942635765908
1011,1967,4,22.610280093280515
1012,1967,5,22.611133828901952
1013,1967,6,22.611987564523393
1014,1967,7,22.61284130014483
1015,1967,8,22.613695035766266
1016,1967,9,22.614548771387707
1017,1967,10,22.615402507009144
1018,1967,11,22.61625624263058
1019,1967,12,22.61710997825202
1020,1968,1,22.617963713873458
1021,1968,2,22.618817449494895
1022,1968,3,22.619671185116335
1023,1968,4,22.620524920737772
1024,1968,5,22.62137865635921
1025,1968,6,22.62223239198065
1026,1968,7,22.623086127602086
1027,1968,8,22.623939863223523
1028,1968,9,22.624793598844963
1029,1968,10,22.6256473344664
1030,1968,11,22.626501070087837
1031,1968,12,22.627354805709277
1032,1969,1,22.628208541330714
1033,1969,2,22.62906227695215
1034,1969,3,22.62991601257359
1035,1969,4,22.63076974819503
1036,1969,5,22.631623483816465
1037,1969,6,22.632477219437906
1038,1969,7,22.633330955059343
1039,1969,8,22.63418469068078
1040,1969,9,22.635038426302216
1041,1969,10,22.635892161923657
1042,1969,11,22.636745897545094
1043,1969,12,22.63759963316653
1044,1970,1,22.63845336878797
1045,1970,2,22.639307104409408
1046,1970,3,22.640160840030845
1047,1970,4,22.64101457565228
1048,1970,5,22.641868311273722
1049,1970,6,22.64272204689516
1050,1970,7,22.643575782516596
1051,1970,8,22.644429518138036
1052,1970,9,22.645283253759473
1053,1970,10,22.64613698938091
1054,1970,11,22.646990725002347
1055,1970,12,22.647844460623787
1056,1971,1,22.648698196245224
1057,1971,2,22.64955193186666
1058,1971,3,22.6504056674881
1059,1971,4,22.65125940310954
1060,1971,5,22.652113138730975
1061,1971,6,22.652966874352416
1062,1971,7,22.653820609973852
1063,1971,8,22.65467434559529
1064,1971,9,22.65552808121673
1065,1971,10,22.656381816838167
1066,1971,11,22.657235552459603
1067,1971,12,22.658089288081044
1068,1972,1,22.65894302370248
1069,1972,2,22.659796759323918
1070,1972,3,22.660650494945358
1071,1972,4,22.661504230566795
1072,1972,5,22.66235796618823
1073,1972,6,22.663211701809672
1074,1972,7,22.66406543743111
1075,1972,8,22.664919173052546
1076,1972,9,22.665772908673986
1077,1972,10,22.666626644295423
1078,1972,11,22.66748037991686
1079,1972,12,22.6683341155383
1080,1973,1,22.669187851159737
1081,1973,2,22.670041586781174
1082,1973,3,22.670895322402615
1083,1973,4,22.67174905802405
1084,1973,5,22.67260279364549
1085,1973,6,22.67345652926693
1086,1973,7,22.674310264888366
1087,1973,8,22.675164000509803
1088,1973,9,22.676017736131243
1089,1973,10,22.67687147175268
1090,1973,11,22.677725207374117
1091,1973,12,22.678578942995557
1092,1974,1,22.679432678616994
1093,1974,2,22.68028641423843
1094,1974,3,22.68114014985987
1095,1974,4,22.681993885481308
1096,1974,5,22.682847621102745
1097,1974,6,22.683701356724185
1098,1974,7,22.684555092345622
1099,1974,8,22.68540882796706
1100,1974,9,22.6862625635885
1101,1974,10,22.687116299209936
1102,1974,11,22.687970034831373
1103,1974,12,22.68882377045281
1104,1975,1,22.68967750607425
1105,1975,2,22.690531241695687
1106,1975,3,22.691384977317124
1107,1975,4,22.692238712938565
1108,1975,5,22.69309244856
1109,1975,6,22.69394618418144
1110,1975,7,22.694799919802875
1111,1975,8,22.695653655424316
1112,1975,9,22.696507391045753
1113,1975,10,22.69736112666719
1114,1975,11,22.69821486228863
1115,1975,12,22.699068597910067
1116,1976,1,22.699922333531504
1117,1976,2,22.70077606915294
1118,1976,3,22.70162980477438
1119,1976,4,22.702483540395818
1120,1976,5,22.703337276017255
1121,1976,6,22.704191011638695
1122,1976,7,22.705044747260132
1123,1976,8,22.70589848288157
1124,1976,9,22.70675221850301
1125,1976,10,22.707605954124446
1126,1976,11,22.708459689745883
1127,1976,12,22.709313425367323
1128,1977,1,22.71016716098876
1129,1977,2,22.711020896610197
1130,1977,3,22.711874632231638
1131,1977,4,22.712728367853074
1132,1977,5,22.71358210347451
1133,1977,6,22.71443583909595
1134,1977,7,22.71528957471739
1135,1977,8,22.716143310338826
1136,1977,9,22.716997045960266
1137,1977,10,22.717850781581703
1138,1977,11,22.71870451720314
1139,1977,12,22.71955825282458
1140,1978,1,22.720411988446017
1141,1978,2,22.721265724067454
1142,1978,3,22.722119459688894
1143,1978,4,22.72297319531033
1144,1978,5,22.723826930931768
1145,1978,6,22.72468066655321
1146,1978,7,22.725534402174645
1147,1978,8,22.726388137796082
1148,1978,9,22.727241873417523
1149,1978,10,22.72809560903896
1150,1978,11,22.728949344660396
1151,1978,12,22.729803080281837
1152,1979,1,22.730656815903274
1153,1979,2,22.73151055152471
1154,1979,3,22.73236428714615
1155,1979,4,22.733218022767588
1156,1979,5,22.734071758389025
1157,1979,6,22.734925494010465
1158,1979,7,22.735779229631902
1159,1979,8,22.73663296525334
1160,1979,9,22.73748670087478
1161,1979,10,22.738340436496216
1162,1979,11,22.739194172117653
1163,1979,12,22.740047907739093
1164,1980,1,22.74090164336053
1165,1980,2,22.741755378981967
1166,1980,3,22.742609114603408
1167,1980,4,22.743462850224844
1168,1980,5,22.74431658584628
1169,1980,6,22.745170321467718
1170,1980,7,22.74602405708916
1171,1980,8,22.746877792710595
1172,1980,9,22.747731528332032
1173,1980,10,22.748585263953473
1174,1980,11,22.74943899957491
1175,1980,12,22.750292735196346
1176,1981,1,22.751146470817783
1177,1981,2,22.752000206439224
1178,1981,3,22.75285394206066
1179,1981,4,22.753707677682097
1180,1981,5,22.754561413303538
1181,1981,6,22.755415148924975
1182,1981,7,22.75626888454641
1183,1981,8,22.75712262016785
1184,1981,9,22.75797635578929
1185,1981,10,22.758830091410726
1186,1981,11,22.759683827032163
1187,1981,12,22.760537562653603
1188,1982,1,22.76139129827504
1189,1982,2,22.762245033896477
1190,1982,3,22.763098769517917
1191,1982,4,22.763952505139354
1192,1982,5,22.76480624076079
1193,1982,6,22.76565997638223
1194,1982,7,22.76651371200367
1195,1982,8,22.767367447625105
1196,1982,9,22.768221183246546
1197,1982,10,22.769074918867982
1198,1982,11,22.76992865448942
1199,1982,12,22.77078239011086
1200,1983,1,22.771636125732297
1201,1983,2,22.772489861353733
1202,1983,3,22.773343596975174
1203,1983,4,22.77419733259661
1204,1983,5,22.775051068218048
1205,1983,6,22.775904803839488
1206,1983,7,22.776758539460925
1207,1983,8,22.77761227508236
1208,1983,9,22.778466010703802
1209,1983,10,22.77931974632524
1210,1983,11,22.780173481946676
1211,1983,12,22.781027217568116
1212,1984,1,22.781880953189553
1213,1984,2,22.78273468881099
1214,1984,3,22.78358842443243
1215,1984,4,22.784442160053867
1216,1984,5,22.785295895675304
1217,1984,6,22.786149631296745
1218,1984,7,22.78700336691818
1219,1984,8,22.78785710253962
1220,1984,9,22.78871083816106
1221,1984,10,22.789564573782496
1222,1984,11,22.790418309403933
1223,1984,12,22.791272045025373
1224,1985,1,22.79212578064681
1225,1985,2,22.792979516268247
1226,1985,3,22.793833251889687
1227,1985,4,22.794686987511124
1228,1985,5,22.79554072313256
1229,1985,6,22.796394458754
1230,1985,7,22.797248194375438
1231,1985,8,22.798101929996875
1232,1985,9,22.798955665618312
1233,1985,10,22.799809401239752
1234,1985,11,22.80066313686119
1235,1985,12,22.801516872482626
1236,1986,1,22.802370608104066
1237,1986,2,22.803224343725503
1238,1986,3,22.80407807934694
1239,1986,4,22.804931814968377
1240,1986,5,22.805785550589817
1241,1986,6,22.806639286211254
1242,1986,7,22.80749302183269
1243,1986,8,22.80834675745413
1244,1986,9,22.80920049307557
1245,1986,10,22.810054228697005
1246,1986,11,22.810907964318442
1247,1986,12,22.811761699939883
1248,1987,1,22.81261543556132
1249,1987,2,22.813469171182756
1250,1987,3,22.814322906804197
1251,1987,4,22.815176642425634
1252,1987,5,22.81603037804707
1253,1987,6,22.81688411366851
1254,1987,7,22.817737849289948
1255,1987,8,22.818591584911385
1256,1987,9,22.819445320532825
1257,1987,10,22.820299056154262
1258,1987,11,22.8211527917757
1259,1987,12,22.82200652739714
1260,1988,1,22.822860263018576
1261,1988,2,22.823713998640013
1262,1988,3,22.824567734261453
1263,1988,4,22.82542146988289
1264,1988,5,22.826275205504327
1265,1988,6,22.827128941125768
1266,1988,7,22.827982676747204
1267,1988,8,22.82883641236864
1268,1988,9,22.829690147990082
1269,1988,10,22.83054388361152
1270,1988,11,22.831397619232956
1271,1988,12,22.832251354854396
1272,1989,1,22.833105090475833
1273,1989,2,22.83395882609727
1274,1989,3,22.83481256171871
1275,1989,4,22.835666297340147
1276,1989,5,22.836520032961584
1277,1989,6,22.837373768583024
1278,1989,7,22.83822750420446
1279,1989,8,22.839081239825898
1280,1989,9,22.83993497544734
1281,1989,10,22.840788711068775
1282,1989,11,22.841642446690212
1283,1989,12,22.842496182311653
1284,1990,1,22.84334991793309
1285,1990,2,22.844203653554526
1286,1990,3,22.845057389175967
1287,1990,4,22.845911124797404
1288,1990,5,22.84676486041884
1289,1990,6,22.84761859604028
1290,1990,7,22.848472331661718
1291,1990,8,22.849326067283155
1292,1990,9,22.850179802904595
1293,1990,10,22.851033538526032
1294,1990,11,22.85188727414747
1295,1990,12,22.85274100976891
1296,1991,1,22.853594745390346
1297,1991,2,22.854448481011783
1298,1991,3,22.85530221663322
1299,1991,4,22.85615595225466
1300,1991,5,22.857009687876097
1301,1991,6,22.857863423497534
1302,1991,7,22.858717159118974
1303,1991,8,22.85957089474041
1304,1991,9,22.860424630361848
1305,1991,10,22.861278365983285
1306,1991,11,22.862132101604725
1307,1991,12,22.862985837226162
1308,1992,1,22.8638395728476
1309,1992,2,22.86469330846904
1310,1992,3,22.865547044090476
1311,1992,4,22.866400779711913
1312,1992,5,22.86725451533335
1313,1992,6,22.86810825095479
1314,1992,7,22.868961986576227
1315,1992,8,22.869815722197664
1316,1992,9,22.870669457819105
1317,1992,10,22.87152319344054
1318,1992,11,22.87237692906198
1319,1992,12,22.87323066468342
1320,1993,1,22.874084400304856
1321,1993,2,22.874938135926293
1322,1993,3,22.875791871547733
1323,1993,4,22.87664560716917
1324,1993,5,22.877499342790607
1325,1993,6,22.878353078412047
1326,1993,7,22.879206814033484
1327,1993,8,22.88006054965492
1328,1993,9,22.88091428527636
1329,1993,10,22.8817680208978
1330,1993,11,22.882621756519235
1331,1993,12,22.883475492140676
1332,1994,1,22.884329227762112
1333,1994,2,22.88518296338355
1334,1994,3,22.88603669900499
1335,1994,4,22.886890434626427
1336,1994,5,22.887744170247863
1337,1994,6,22.888597905869304
1338,1994,7,22.88945164149074
1339,1994,8,22.890305377112178
1340,1994,9,22.891159112733618
1341,1994,10,22.892012848355055
1342,1994,11,22.89286658397649
1343,1994,12,22.893720319597932
1344,1995,1,22.89457405521937
1345,1995,2,22.895427790840806
1346,1995,3,22.896281526462246
1347,1995,4,22.897135262083683
1348,1995,5,22.89798899770512
1349,1995,6,22.89884273332656
1350,1995,7,22.899696468947997
1351,1995,8,22.900550204569434
1352,1995,9,22.901403940190875
1353,1995,10,22.90225767581231
1354,1995,11,22.90311141143375
1355,1995,12,22.90396514705519
1356,1996,1,22.904818882676626
1357,1996,2,22.905672618298063
1358,1996,3,22.906526353919503
1359,1996,4,22.90738008954094
1360,1996,5,22.908233825162377
1361,1996,6,22.909087560783814
1362,1996,7,22.909941296405254
1363,1996,8,22.91079503202669
1364,1996,9,22.911648767648128
1365,1996,10,22.912502503269568
1366,1996,11,22.913356238891005
1367,1996,12,22.914209974512442
1368,1997,1,22.91506371013388
1369,1997,2,22.91591744575532
1370,1997,3,22.916771181376756
1371,1997,4,22.917624916998193
1372,1997,5,22.918478652619633
1373,1997,6,22.91933238824107
1374,1997,7,22.920186123862507
1375,1997,8,22.921039859483944
1376,1997,9,22.921893595105384
1377,1997,10,22.92274733072682
1378,1997,11,22.923601066348258
1379,1997,12,22.9244548019697
1380,1998,1,22.925308537591135
1381,1998,2,22.926162273212572
1382,1998,3,22.927016008834013
1383,1998,4,22.92786974445545
1384,1998,5,22.928723480076886
1385,1998,6,22.929577215698327
1386,1998,7,22.930430951319764
1387,1998,8,22.9312846869412
1388,1998,9,22.93213842256264
1389,1998,10,22.932992158184078
1390,1998,11,22.933845893805515
1391,1998,12,22.934699629426955
1392,1999,1,22.935553365048392
1393,1999,2,22.93640710066983
1394,1999,3,22.93726083629127
1395,1999,4,22.938114571912706
1396,1999,5,22.938968307534143
1397,1999,6,22.939822043155583
1398,1999,7,22.94067577877702
1399,1999,8,22.941529514398457
1400,1999,9,22.942383250019898
1401,1999,10,22.943236985641335
1402,1999,11,22.94409072126277
1403,1999,12,22.944944456884212
1404,2000,1,22.94579819250565
1405,2000,2,22.946651928127086
1406,2000,3,22.947505663748526
1407,2000,4,22.948359399369963
1408,2000,5,22.9492131349914
1409,2000,6,22.95006687061284
1410,2000,7,22.950920606234277
1411,2000,8,22.951774341855714
1412,2000,9,22.952628077477154
1413,2000,10,22.95348181309859
1414,2000,11,22.954335548720028
1415,2000,12,22.95518928434147
1416,2001,1,22.956043019962905
1417,2001,2,22.956896755584342
1418,2001,3,22.957750491205783
1419,2001,4,22.95860422682722
1420,2001,5,22.959457962448656
1421,2001,6,22.960311698070097
1422,2001,7,22.961165433691534
1423,2001,8,22.96201916931297
1424,2001,9,22.96287290493441
1425,2001,10,22.963726640555848
1426,2001,11,22.964580376177285
1427,2001,12,22.96543411179872
1428,2002,1,22.966287847420162
1429,2002,2,22.9671415830416
1430,2002,3,22.967995318663036
1431,2002,4,22.968849054284476
1432,2002,5,22.969702789905913
1433,2002,6,22.97055652552735
1434,2002,7,22.971410261148787
1435,2002,8,22.972263996770227
1436,2002,9,22.973117732391664
1437,2002,10,22.9739714680131
1438,2002,11,22.97482520363454
1439,2002,12,22.975678939255978
1440,2003,1,22.976532674877415
1441,2003,2,22.977386410498852
1442,2003,3,22.978240146120292
1443,2003,4,22.97909388174173
1444,2003,5,22.979947617363166
1445,2003,6,22.980801352984606
1446,2003,7,22.981655088606043
1447,2003,8,22.98250882422748
1448,2003,9,22.98336255984892
1449,2003,10,22.984216295470357
1450,2003,11,22.985070031091794
1451,2003,12,22.985923766713235
1452,2004,1,22.98677750233467
1453,2004,2,22.98763123795611
1454,2004,3,22.98848497357755
1455,2004,4,22.989338709198986
1456,2004,5,22.990192444820423
1457,2004,6,22.991046180441863
1458,2004,7,22.9918999160633
1459,2004,8,22.992753651684737
1460,2004,9,22.993607387306177
1461,2004,10,22.994461122927614
1462,2004,11,22.99531485854905
1463,2004,12,22.99616859417049
1464,2005,1,22.99702232979193
1465,2005,2,22.997876065413365
1466,2005,3,22.998729801034806
1467,2005,4,22.999583536656242
1468,2005,5,23.00043727227768
1469,2005,6,23.00129100789912
1470,2005,7,23.002144743520557
1471,2005,8,23.002998479141993
1472,2005,9,23.003852214763434
1473,2005,10,23.00470595038487
1474,2005,11,23.005559686006308
1475,2005,12,23.006413421627748
1476,2006,1,23.007267157249185
1477,2006,2,23.008120892870622
1478,2006,3,23.008974628492062
1479,2006,4,23.0098283641135
1480,2006,5,23.010682099734936
1481,2006,6,23.011535835356376
1482,2006,7,23.012389570977813
1483,2006,8,23.01324330659925
1484,2006,9,23.01409704222069
1485,2006,10,23.014950777842127
1486,2006,11,23.015804513463564
1487,2006,12,23.016658249085005
1488,2007,1,23.01751198470644
1489,2007,2,23.01836572032788
1490,2007,3,23.019219455949315
1491,2007,4,23.020073191570756
1492,2007,5,23.020926927192193
1493,2007,6,23.02178066281363
1494,2007,7,23.02263439843507
1495,2007,8,23.023488134056507
1496,2007,9,23.024341869677944
1497,2007,10,23.02519560529938
1498,2007,11,23.02604934092082
1499,2007,12,23.026903076542258
1500,2008,1,23.027756812163695
1501,2008,2,23.028610547785135
1502,2008,3,23.029464283406572
1503,2008,4,23.03031801902801
1504,2008,5,23.031171754649446
1505,2008,6,23.032025490270886
1506,2008,7,23.032879225892323
1507,2008,8,23.03373296151376
1508,2008,9,23.0345866971352
1509,2008,10,23.035440432756637
1510,2008,11,23.036294168378074
1511,2008,12,23.037147903999514
1512,2009,1,23.03800163962095
1513,2009,2,23.038855375242388
1514,2009,3,23.03970911086383
1515,2009,4,23.040562846485265
1516,2009,5,23.041416582106702
1517,2009,6,23.042270317728143
1518,2009,7,23.04312405334958
1519,2009,8,23.043977788971016
1520,2009,9,23.044831524592457
1521,2009,10,23.045685260213894
1522,2009,11,23.04653899583533
1523,2009,12,23.04739273145677
1524,2010,1,23.048246467078208
1525,2010,2,23.049100202699645
1526,2010,3,23.049953938321085
1527,2010,4,23.050807673942522
1528,2010,5,23.05166140956396
1529,2010,6,23.0525151451854
1530,2010,7,23.053368880806836
1531,2010,8,23.054222616428273
1532,2010,9,23.055076352049714
1533,2010,10,23.05593008767115
1534,2010,11,23.056783823292587
1535,2010,12,23.057637558914028
1536,2011,1,23.058491294535465
1537,2011,2,23.0593450301569
1538,2011,3,23.060198765778342
1539,2011,4,23.06105250139978
1540,2011,5,23.061906237021216
1541,2011,6,23.062759972642656
1542,2011,7,23.063613708264093
1543,2011,8,23.06446744388553
1544,2011,9,23.06532117950697
1545,2011,10,23.066174915128407
1546,2011,11,23.067028650749844
1547,2011,12,23.067882386371284
1548,2012,1,23.06873612199272
1549,2012,2,23.069589857614158
1550,2012,3,23.0704435932356
1551,2012,4,23.071297328857035
1552,2012,5,23.072151064478472
1553,2012,6,23.073004800099913
1554,2012,7,23.07385853572135
1555,2012,8,23.074712271342786
1556,2012,9,23.075566006964223
1557,2012,10,23.076419742585664
1558,2012,11,23.0772734782071
1559,2012,12,23.078127213828537
1560,2013,1,23.078980949449978
1561,2013,2,23.079834685071415
1562,2013,3,23.08068842069285
1563,2013,4,23.08154215631429
1564,2013,5,23.08239589193573
1565,2013,6,23.083249627557166
1566,2013,7,23.084103363178603
1567,2013,8,23.084957098800043
1568,2013,9,23.08581083442148
